region,comuna,hh_d_acc,hh_d_accesi,hh_d_act,hh_d_appart,hh_d_asis,hh_d_cot,hh_d_entorno,hh_d_esc,hh_d_estado,hh_d_habitab,hh_d_hacina,hh_d_jub,hh_d_mal,hh_d_medio,hh_d_prevs,hh_d_rez,hh_d_seg,hh_d_servbas,hh_d_tsocial,pobreza_multi_4d,pobreza_multi_5d
Region de Atacama,Freirina,0.021352313167259787,0.12099644128113879,0.1423487544483986,0.08214285714285714,0.08540925266903915,0.4368231046931408,0.12099644128113879,0.40569395017793597,0.24555160142348753,0.36298932384341637,0.16370106761565836,0.10320284697508897,0.17437722419928825,0,0.060498220640569395,0.07473309608540925,0.010676156583629894,0.2918149466192171,0.060498220640569395,0.34657039711191334,0.42028985507246375
Region de Atacama,Huasco,0,0.07860262008733625,0.10775862068965517,0.048672566371681415,0.021551724137931036,0.32286995515695066,0.1572052401746725,0.32608695652173914,0.1206896551724138,0.15517241379310345,0.047413793103448273,0.09482758620689655,0.06896551724137931,0.09482758620689655,0,0.01293103448275862,0.14655172413793102,0.10344827586206896,0.11206896551724138,0.14485981308411214,0.15609756097560976
Region de Atacama,Tierra Amarilla,0.023890784982935155,0.09246575342465753,0.06143344709897611,0.11301369863013698,0.027303754266211604,0.2695035460992908,0.2328767123287671,0.4197952218430034,0.22525597269624573,0.26621160409556316,0.08191126279863481,0.12627986348122866,0.06825938566552901,0.15358361774744028,0.09897610921501707,0.051194539249146756,0.15358361774744028,0.1972318339100346,0.10238907849829351,0.23741007194244604,0.3007246376811594
Region de Atacama,Vallenar,0.037953795379537955,0.05405405405405406,0.12039312039312039,0.10173697270471464,0.0171990171990172,0.2998324958123953,0.07207207207207207,0.35139573070607555,0.1850941850941851,0.28512736236647496,0.12736236647493837,0.10647010647010648,0.08670520231213873,0.022113022113022112,0.04892205638474295,0.019656019656019656,0.1375921375921376,0.0647010647010647,0.1597051597051597,0.21335646140503037,0.21735319894829097
Region de Aysen,Aysen,0.03467741935483871,0.02802241793434748,0.08326661329063251,0.05622489959839357,0.01120896717373899,0.392914653784219,0.053642914331465175,0.3835068054443555,0.15008025682182985,0.18298555377207062,0.04483586869495596,0.09927942353883107,0.04662379421221865,0.02722177742193755,0.09281678773204197,0.06084867894315452,0.014411529223378704,0.041633306645316254,0.08807045636509207,0.18353909465020576,0.1981833195706028
Region de Aysen,Chile Chico,0,0.04020100502512563,0.03015075376884422,0.05583756345177665,0.020100502512562814,0.42564102564102563,0.07537688442211055,0.4221105527638191,0.16080402010050251,0.19095477386934673,0.03015075376884422,0.12060301507537688,0.04020100502512563,0.035175879396984924,0.14646464646464646,0.035175879396984924,0.010050251256281407,0.05527638190954774,0.09045226130653267,0.20618556701030927,0.22916666666666666
Region de Aysen,Cisnes,0.07065217391304347,0,0.04891304347826087,0.005494505494505495,0,0.4388888888888889,0,0.40217391304347827,0.07065217391304347,0.125,0.05434782608695652,0.08152173913043478,0.14130434782608695,0,0,0.059782608695652176,0,0.04891304347826087,0.043478260869565216,0.15555555555555556,0.14606741573033707
Region de Aysen,Cochrane,0.01744186046511628,0.06936416184971098,0.017341040462427744,0,0,0.4764705882352941,0.11560693641618497,0.34104046242774566,0.028901734104046242,0.028901734104046242,0,0.10404624277456648,0.11560693641618497,0.046242774566473986,0.12352941176470589,0,0.04046242774566474,0.24855491329479767,0.057803468208092484,0.18674698795180722,0.18674698795180722
Region de Aysen,Coyhaique,0.020440753752794635,0.026984126984126985,0.07013646461440813,0.04637865311308768,0.017454776261504285,0.33993610223642173,0.07428571428571429,0.33566656061088135,0.1390034909552523,0.2039390088945362,0.08386277001270648,0.0806093303713107,0.1076090417064629,0.04855601396382101,0.08861164427383238,0.04316090130117423,0.023801967629324024,0.05682539682539683,0.12027927642018407,0.18348024812275546,0.19640522875816993
Region de Aysen,Rio Ibanez,0,0.06741573033707865,0.033707865168539325,0,0.07865168539325842,0.6853932584269663,0.06741573033707865,0.5617977528089888,0.033707865168539325,0.0898876404494382,0.056179775280898875,0.033707865168539325,0.11235955056179775,0,0.16853932584269662,0,0,0.10112359550561797,0.1797752808988764,0.24719101123595505,0.25842696629213485
